Attrition,Business_Travel,CF_age_band,CF_attrition_label,Department,Education_Field,emp_no,Employee_Number,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,Age,CF_current_Employee,Daily_Rate,Distance_From_Home,Education,Employee_Count,Environment_Satisfaction,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,STAFF-2065,2065,Male,Sales Executive,Married,No,Y,3,49,1,1023,2,Bachelor's Degree,1,4,63,2,2,2,5390.00,13243.00,2,14,3,4,80,0,17,2,9,6,0,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-1477,1477,Male,Sales Executive,Married,No,Y,2,33,1,430,7,Bachelor's Degree,1,4,54,3,2,1,4373.00,17456.00,0,14,3,1,80,2,5,3,4,3,0,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1507,1507,Male,Sales Executive,Single,No,Y,5,28,1,467,7,Bachelor's Degree,1,3,55,3,2,1,4898.00,11827.00,0,14,3,4,80,0,5,3,4,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Other,STAFF-1613,1613,Male,Sales Executive,Single,No,Y,3,31,1,715,2,Master's Degree,1,4,54,3,2,1,5332.00,21602.00,7,13,3,4,80,0,10,3,5,2,0,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,STAFF-1853,1853,Male,Sales Executive,Single,No,Y,2,32,1,1318,10,Master's Degree,1,4,79,3,2,4,4648.00,26075.00,8,13,3,3,80,0,4,4,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,HR,Other,STAFF-1794,1794,Male,Human Resources,Divorced,No,Y,4,37,1,1239,8,Associates Degree,1,3,89,3,2,2,4071.00,12832.00,2,13,3,3,80,0,19,2,10,0,4,7
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,STAFF-1865,1865,Male,Human Resources,Married,No,Y,3,29,1,352,6,High School,1,4,87,2,1,2,2804.00,15434.00,1,11,3,4,80,0,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,HR,Other,STAFF-1419,1419,Male,Human Resources,Single,No,Y,3,29,1,332,17,Bachelor's Degree,1,2,51,2,3,1,7988.00,9769.00,1,13,3,1,80,0,10,2,10,9,0,9
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-1778,1778,Male,Human Resources,Single,No,Y,5,43,1,244,2,Bachelor's Degree,1,2,97,3,1,4,3539.00,5033.00,0,13,3,2,80,0,10,3,9,7,1,8
No,Travel_Rarely,Over 55,Current Employees,R&D,Technical Degree,STAFF-1694,1694,Male,Research Scientist,Divorced,No,Y,1,55,1,1441,22,Bachelor's Degree,1,1,94,2,1,2,3537.00,23737.00,5,12,3,4,80,1,8,3,4,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1506,1506,Male,Research Scientist,Divorced,No,Y,2,28,1,1423,1,Bachelor's Degree,1,1,72,2,1,3,1563.00,12530.00,1,14,3,4,80,1,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1892,1892,Male,Manager,Divorced,No,Y,3,40,1,1137,1,Master's Degree,1,1,98,3,4,1,16823.00,18991.00,2,11,3,1,80,1,22,3,19,7,11,16
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1881,1881,Male,Laboratory Technician,Divorced,No,Y,2,31,1,311,20,Bachelor's Degree,1,2,89,3,2,3,4197.00,18624.00,1,11,3,1,80,1,10,3,10,8,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1627,1627,Male,Laboratory Technician,Divorced,No,Y,3,39,1,170,3,Associates Degree,1,3,76,2,2,3,3069.00,10302.00,0,15,3,4,80,1,11,3,10,8,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1474,1474,Male,Research Scientist,Divorced,No,Y,3,40,1,896,2,Bachelor's Degree,1,3,68,3,1,3,2345.00,8045.00,2,14,3,3,80,1,8,4,3,1,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1857,1857,Male,Manufacturing Director,Divorced,No,Y,4,46,1,706,2,Associates Degree,1,4,82,3,3,4,8578.00,19989.00,3,14,3,3,80,1,12,2,9,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,STAFF-1599,1599,Male,Laboratory Technician,Divorced,No,Y,0,43,1,990,27,Bachelor's Degree,1,4,87,4,1,2,4876.00,5855.00,5,12,3,3,80,1,8,3,6,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1940,1940,Male,Research Scientist,Divorced,No,Y,0,38,1,1206,9,Associates Degree,1,2,71,3,1,4,4771.00,14293.00,2,19,3,4,80,2,10,4,5,2,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1424,1424,Male,Research Director,Divorced,No,Y,4,55,1,1136,1,Master's Degree,1,2,81,4,4,4,14732.00,12414.00,2,13,3,4,80,2,31,4,7,7,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1484,1484,Male,Healthcare Representative,Divorced,No,Y,3,49,1,1490,7,Master's Degree,1,3,35,3,3,2,10466.00,20948.00,3,14,3,2,80,2,29,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1859,1859,Male,Healthcare Representative,Divorced,No,Y,3,29,1,726,29,High School,1,4,93,1,2,3,6384.00,21143.00,8,17,3,4,80,2,11,3,7,0,1,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-1619,1619,Male,Laboratory Technician,Divorced,No,Y,3,27,1,1302,19,Bachelor's Degree,1,4,67,2,1,1,4066.00,16290.00,1,11,3,1,80,2,7,3,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1671,1671,Male,Research Scientist,Divorced,No,Y,4,32,1,977,2,Bachelor's Degree,1,4,45,3,2,2,5470.00,25518.00,0,13,3,3,80,2,10,2,9,5,1,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1553,1553,Male,Healthcare Representative,Divorced,No,Y,4,45,1,538,1,Master's Degree,1,1,66,3,3,2,7441.00,20933.00,1,12,3,1,80,3,10,3,10,8,7,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1725,1725,Male,Laboratory Technician,Divorced,No,Y,2,24,1,506,29,High School,1,2,91,3,1,1,3907.00,3622.00,1,13,3,2,80,3,6,4,6,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-1551,1551,Male,Laboratory Technician,Divorced,No,Y,3,24,1,350,21,Associates Degree,1,3,57,2,1,1,2296.00,10036.00,0,14,3,2,80,3,2,3,1,1,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-1871,1871,Male,Research Scientist,Divorced,No,Y,2,39,1,835,19,Master's Degree,1,4,41,3,2,4,3902.00,5141.00,8,14,3,2,80,3,7,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2031,2031,Male,Manager,Married,No,Y,2,42,1,300,2,Bachelor's Degree,1,1,56,3,5,3,18880.00,17312.00,5,11,3,1,80,0,24,2,22,6,4,14
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1543,1543,Male,Research Scientist,Married,No,Y,2,37,1,674,13,Bachelor's Degree,1,1,47,3,2,4,4285.00,3031.00,1,17,3,1,80,0,10,3,10,8,3,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1434,1434,Male,Laboratory Technician,Married,No,Y,3,27,1,1377,11,High School,1,2,91,3,1,1,2099.00,7679.00,0,14,3,2,80,0,6,4,5,0,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1621,1621,Male,Research Scientist,Married,No,Y,2,35,1,819,18,Doctoral Degree,1,2,48,4,2,1,5208.00,26312.00,1,11,3,4,80,0,16,3,16,15,1,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2068,2068,Male,Laboratory Technician,Married,No,Y,3,34,1,628,8,Bachelor's Degree,1,2,82,4,2,3,4404.00,10228.00,2,12,3,1,80,0,6,4,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1689,1689,Male,Healthcare Representative,Married,No,Y,2,53,1,1395,24,Master's Degree,1,2,48,4,3,4,7005.00,3458.00,3,15,3,3,80,0,11,3,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1867,1867,Male,Research Director,Married,No,Y,3,48,1,1224,10,Bachelor's Degree,1,4,91,2,5,2,19665.00,13583.00,4,12,3,4,80,0,29,3,22,10,12,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1989,1989,Male,Laboratory Technician,Married,No,Y,6,30,1,911,1,Associates Degree,1,4,76,3,1,2,3748.00,4077.00,1,13,3,3,80,0,12,2,12,8,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1954,1954,Male,Healthcare Representative,Married,No,Y,5,29,1,136,1,Bachelor's Degree,1,1,89,3,2,1,5373.00,6225.00,0,12,3,1,80,1,6,2,5,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1473,1473,Male,Healthcare Representative,Married,No,Y,0,49,1,1495,5,Master's Degree,1,1,96,3,2,3,6651.00,21534.00,2,14,3,2,80,1,20,2,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1971,1971,Male,Healthcare Representative,Married,No,Y,1,43,1,574,11,Bachelor's Degree,1,1,30,3,3,3,7510.00,16873.00,1,17,3,2,80,1,10,3,10,9,0,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1415,1415,Male,Laboratory Technician,Married,No,Y,2,25,1,949,1,Bachelor's Degree,1,1,81,3,1,4,3229.00,4910.00,4,11,3,2,80,1,7,2,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1438,1438,Male,Research Scientist,Married,No,Y,2,47,1,465,1,Bachelor's Degree,1,1,74,3,1,4,3420.00,10205.00,7,12,3,3,80,1,17,2,6,5,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1826,1826,Male,Laboratory Technician,Married,No,Y,2,35,1,185,23,Master's Degree,1,2,91,1,1,3,2705.00,9696.00,0,16,3,2,80,1,6,4,5,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1609,1609,Male,Research Scientist,Married,No,Y,3,30,1,241,7,Bachelor's Degree,1,2,48,2,1,2,2141.00,5348.00,1,12,3,2,80,1,6,2,6,4,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1696,1696,Male,Laboratory Technician,Married,No,Y,3,34,1,1157,5,Associates Degree,1,2,57,2,2,4,3986.00,11912.00,1,14,3,3,80,1,15,4,15,10,4,13
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1931,1931,Male,Research Scientist,Married,No,Y,3,27,1,1354,2,Master's Degree,1,2,41,3,1,2,2226.00,6073.00,1,11,3,3,80,1,6,2,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1721,1721,Male,Laboratory Technician,Married,No,Y,2,31,1,741,2,Master's Degree,1,2,69,3,1,3,3477.00,18103.00,1,14,3,4,80,1,6,4,5,2,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1729,1729,Male,Research Scientist,Married,No,Y,2,30,1,793,16,High School,1,2,33,3,1,4,2862.00,3811.00,1,12,3,2,80,1,10,2,10,0,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1580,1580,Male,Research Scientist,Married,No,Y,3,34,1,1351,1,Master's Degree,1,2,45,3,2,4,5484.00,13008.00,9,17,3,2,80,1,9,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1903,1903,Male,Healthcare Representative,Married,No,Y,5,44,1,170,1,Master's Degree,1,2,78,4,2,1,5033.00,9364.00,2,15,3,4,80,1,10,3,2,0,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1542,1542,Male,Laboratory Technician,Married,No,Y,3,42,1,1210,2,Bachelor's Degree,1,3,68,2,1,2,4841.00,24052.00,4,14,3,2,80,1,4,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1601,1601,Male,Laboratory Technician,Married,No,Y,5,35,1,1349,7,Associates Degree,1,3,63,2,1,4,2690.00,7713.00,1,18,3,4,80,1,1,2,1,0,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1911,1911,Male,Research Director,Married,No,Y,3,42,1,1396,6,Bachelor's Degree,1,3,83,3,3,1,13348.00,14842.00,9,13,3,2,80,1,18,4,13,7,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1799,1799,Male,Research Scientist,Married,No,Y,6,28,1,1181,1,Bachelor's Degree,1,3,82,3,1,4,2044.00,5531.00,1,11,3,3,80,1,5,4,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1763,1763,Male,Healthcare Representative,Married,No,Y,3,30,1,305,16,Bachelor's Degree,1,3,58,4,2,3,5294.00,9128.00,3,16,3,3,80,1,10,3,7,0,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1707,1707,Male,Research Scientist,Married,No,Y,1,24,1,581,9,Bachelor's Degree,1,3,62,4,1,3,4401.00,17616.00,1,16,3,4,80,1,5,3,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2062,2062,Male,Healthcare Representative,Married,No,Y,5,39,1,613,6,High School,1,4,42,2,3,1,9991.00,21457.00,4,15,3,1,80,1,9,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1523,1523,Male,Research Director,Married,No,Y,1,44,1,136,28,Bachelor's Degree,1,4,32,3,4,1,16328.00,22074.00,3,13,3,3,80,1,24,4,20,6,14,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1728,1728,Male,Manufacturing Director,Married,No,Y,3,35,1,1370,27,Master's Degree,1,4,49,3,2,3,6883.00,5151.00,2,16,3,2,80,1,17,3,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1798,1798,Male,Research Scientist,Married,No,Y,1,33,1,867,8,Master's Degree,1,4,90,4,1,1,3143.00,6076.00,6,19,3,2,80,1,14,3,10,8,7,6
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,STAFF-1592,1592,Male,Research Scientist,Married,No,Y,2,23,1,977,10,Bachelor's Degree,1,4,45,4,1,3,2073.00,12826.00,2,16,3,4,80,1,4,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1682,1682,Male,Healthcare Representative,Married,No,Y,2,36,1,1351,26,Master's Degree,1,1,80,3,2,3,5347.00,7419.00,6,14,3,2,80,2,10,2,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2012,2012,Male,Laboratory Technician,Married,No,Y,3,40,1,543,1,Master's Degree,1,1,83,3,1,4,2406.00,4060.00,8,19,3,3,80,2,8,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1803,1803,Male,Healthcare Representative,Married,No,Y,2,42,1,1128,13,Bachelor's Degree,1,2,95,4,2,1,5538.00,5696.00,5,18,3,3,80,2,10,2,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1596,1596,Male,Laboratory Technician,Married,No,Y,3,35,1,750,28,Bachelor's Degree,1,2,46,4,2,3,3407.00,25348.00,1,17,3,4,80,2,10,2,10,9,6,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1514,1514,Male,Manufacturing Director,Married,No,Y,2,28,1,1083,29,High School,1,3,96,1,2,2,6549.00,3173.00,1,14,3,2,80,2,8,2,8,6,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1558,1558,Male,Research Scientist,Married,No,Y,2,29,1,598,9,Bachelor's Degree,1,3,91,4,1,3,2451.00,22376.00,6,18,3,1,80,2,5,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1618,1618,Male,Manufacturing Director,Married,No,Y,3,39,1,1387,10,Doctoral Degree,1,2,76,3,2,1,5377.00,3835.00,2,13,3,4,80,3,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1698,1698,Male,Laboratory Technician,Married,No,Y,6,33,1,267,21,Bachelor's Degree,1,2,79,4,1,2,2028.00,13637.00,1,18,3,4,80,3,14,3,14,11,2,13
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1770,1770,Male,Research Director,Married,No,Y,2,55,1,478,2,Bachelor's Degree,1,3,60,2,5,1,19038.00,19805.00,8,12,3,2,80,3,34,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1631,1631,Male,Manufacturing Director,Married,No,Y,2,37,1,671,19,Bachelor's Degree,1,3,85,3,2,3,5768.00,26493.00,3,17,3,1,80,3,9,2,4,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1718,1718,Male,Laboratory Technician,Married,No,Y,3,26,1,390,17,Master's Degree,1,4,62,1,1,3,2305.00,6217.00,1,15,3,3,80,3,3,4,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1435,1435,Male,Laboratory Technician,Single,No,Y,2,36,1,172,4,Master's Degree,1,1,37,2,2,4,5810.00,22604.00,1,16,3,3,80,0,10,2,10,4,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1659,1659,Male,Laboratory Technician,Single,No,Y,4,36,1,311,7,Bachelor's Degree,1,1,77,3,1,2,2013.00,10950.00,2,11,3,3,80,0,15,3,4,3,1,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1533,1533,Male,Laboratory Technician,Single,No,Y,2,23,1,507,20,High School,1,1,97,3,2,3,2272.00,24812.00,0,14,3,2,80,0,5,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1577,1577,Male,Research Scientist,Single,No,Y,4,34,1,479,7,Master's Degree,1,1,35,3,1,4,2972.00,22061.00,1,13,3,3,80,0,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2014,2014,Male,Research Scientist,Single,No,Y,2,39,1,116,24,High School,1,1,52,3,2,4,4108.00,5340.00,7,13,3,1,80,0,18,3,7,7,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-1981,1981,Male,Healthcare Representative,Single,No,Y,2,24,1,771,1,Associates Degree,1,2,45,2,2,3,4617.00,14120.00,1,12,3,2,80,0,4,2,4,3,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2008,2008,Male,Research Scientist,Single,No,Y,5,35,1,1395,9,Master's Degree,1,2,48,3,2,3,5098.00,18698.00,1,19,3,2,80,0,10,3,10,7,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1814,1814,Male,Healthcare Representative,Single,No,Y,3,41,1,447,5,Bachelor's Degree,1,2,85,4,2,2,6870.00,15530.00,3,12,3,1,80,0,11,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2048,2048,Male,Research Scientist,Single,No,Y,2,40,1,1322,2,Master's Degree,1,3,52,2,1,3,2809.00,2725.00,2,14,3,4,80,0,8,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1952,1952,Male,Laboratory Technician,Single,No,Y,6,26,1,157,1,Bachelor's Degree,1,3,95,3,1,1,2867.00,20006.00,0,13,3,4,80,0,8,2,7,7,7,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1727,1727,Male,Healthcare Representative,Single,No,Y,3,46,1,717,13,Master's Degree,1,3,34,3,2,2,5562.00,9697.00,6,14,3,4,80,0,19,3,10,7,0,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1677,1677,Male,Manager,Single,No,Y,2,49,1,809,1,Bachelor's Degree,1,3,36,3,4,3,15379.00,22384.00,4,14,3,1,80,0,23,3,8,7,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1623,1623,Male,Research Scientist,Single,No,Y,2,21,1,546,5,High School,1,3,97,3,1,4,3117.00,26009.00,1,18,3,3,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-1417,1417,Male,Laboratory Technician,Single,No,Y,2,26,1,652,7,Bachelor's Degree,1,3,100,4,1,1,3578.00,23577.00,0,12,3,4,80,0,8,3,7,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1564,1564,Male,Laboratory Technician,Single,No,Y,3,35,1,992,1,Bachelor's Degree,1,4,68,2,1,1,2450.00,21731.00,1,19,3,2,80,0,3,3,3,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1545,1545,Male,Manufacturing Director,Single,No,Y,2,33,1,575,25,Bachelor's Degree,1,4,44,2,2,2,4320.00,24152.00,1,13,3,4,80,0,5,3,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1883,1883,Male,Laboratory Technician,Single,No,Y,2,29,1,592,7,Bachelor's Degree,1,4,59,3,1,1,2062.00,19384.00,3,14,3,2,80,0,11,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,STAFF-2038,2038,Male,Research Scientist,Single,No,Y,4,32,1,529,2,Bachelor's Degree,1,4,78,3,1,1,2439.00,11288.00,1,14,3,4,80,0,4,3,4,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1475,1475,Male,Research Scientist,Single,No,Y,3,44,1,1467,20,Bachelor's Degree,1,4,49,3,1,2,3420.00,21158.00,1,13,3,3,80,0,6,2,5,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1860,1860,Male,Laboratory Technician,Single,No,Y,3,42,1,1142,8,Bachelor's Degree,1,4,81,3,1,3,3968.00,13624.00,4,13,3,4,80,0,8,3,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,STAFF-2007,2007,Male,Research Scientist,Single,No,Y,2,22,1,581,1,Associates Degree,1,4,63,3,1,3,3375.00,17624.00,0,12,3,4,80,0,4,4,3,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,STAFF-1982,1982,Male,Laboratory Technician,Single,No,Y,6,23,1,571,12,Associates Degree,1,4,78,3,1,4,2647.00,13672.00,1,13,3,3,80,0,5,4,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1472,1472,Male,Research Director,Single,No,Y,2,53,1,447,2,Bachelor's Degree,1,4,39,4,4,2,16598.00,19764.00,4,12,3,2,80,0,35,2,9,8,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1453,1453,Male,Sales Executive,Divorced,No,Y,5,31,1,326,8,Associates Degree,1,1,31,3,3,4,10793.00,8386.00,1,18,3,1,80,1,13,3,13,7,9,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1754,1754,Male,Sales Executive,Divorced,No,Y,2,30,1,979,15,Associates Degree,1,3,94,2,3,1,7140.00,3088.00,2,11,3,1,80,1,12,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-2037,2037,Male,Sales Executive,Divorced,No,Y,5,41,1,930,3,Bachelor's Degree,1,3,57,2,2,2,8938.00,12227.00,2,11,3,3,80,1,14,3,5,4,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1951,1951,Male,Sales Executive,Divorced,No,Y,2,34,1,1239,13,Master's Degree,1,4,39,3,3,3,8628.00,22914.00,1,18,3,3,80,1,9,2,8,7,1,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1497,1497,Male,Sales Executive,Divorced,No,Y,3,29,1,1246,19,Bachelor's Degree,1,3,77,2,2,3,8620.00,23757.00,1,14,3,3,80,2,10,3,10,7,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1670,1670,Male,Sales Executive,Divorced,No,Y,5,33,1,392,2,Master's Degree,1,4,93,3,2,4,5505.00,3921.00,1,14,3,3,80,2,6,3,6,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-1466,1466,Male,Sales Executive,Divorced,No,Y,3,48,1,1221,7,Bachelor's Degree,1,3,96,3,2,1,5486.00,24795.00,4,11,3,1,80,3,15,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1548,1548,Male,Sales Executive,Married,No,Y,5,40,1,1342,9,Associates Degree,1,1,47,3,2,1,5473.00,19345.00,0,12,3,4,80,0,9,4,8,4,7,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1560,1560,Male,Sales Executive,Married,No,Y,6,33,1,1242,8,Master's Degree,1,1,46,3,2,1,6392.00,10589.00,2,13,3,4,80,1,8,1,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1996,1996,Male,Sales Representative,Married,No,Y,1,31,1,1154,2,Associates Degree,1,1,54,3,1,3,3067.00,6393.00,0,19,3,3,80,1,3,3,2,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-1749,1749,Male,Sales Executive,Married,No,Y,3,31,1,1003,5,Bachelor's Degree,1,1,51,3,2,3,8346.00,20943.00,1,19,3,3,80,1,6,3,5,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-2013,2013,Male,Sales Representative,Married,No,Y,2,32,1,234,1,Master's Degree,1,2,68,2,1,2,2269.00,18024.00,0,14,3,2,80,1,3,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1945,1945,Male,Sales Executive,Married,No,Y,2,35,1,682,18,Master's Degree,1,2,71,3,2,1,5561.00,15975.00,0,16,3,4,80,1,6,1,5,3,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-1568,1568,Male,Sales Executive,Married,No,Y,3,30,1,1288,29,Master's Degree,1,3,33,3,3,2,9250.00,17799.00,3,12,3,2,80,1,9,3,4,2,1,3
